Device,Scan Hostname,Description,Scan DeviceID,MAC,Hostname,Network,IP,Subnet,Gateway,Room_Name,Room_Number,Room_Type,processorIP,IPID,Floor,codec_ip,program_name,config_file_name,config_file_path,load_code_number,,display_number
,,RMC3-,,00107fa6e1fe,wf02-6106-rmc3,10.5.9.0/24,10.5.9.12,255.255.255.0,10.5.9.1,Comic Sans,6106,Med VC,,,6,10.5.9.11,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6d4d8,wf02-6107-rmc3,10.5.9.0/24,10.5.9.16,255.255.255.0,10.5.9.1,Wingdings,6107,Med VC,,,6,10.5.9.15,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa800f2,wf02-6112-rmc3,10.5.9.0/24,10.5.9.20,255.255.255.0,10.5.9.1,Bookman,6112,Med VC,,,6,10.5.9.19,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,MISSING,00107fa6ddc6,wf02-6206-rmc3,10.5.9.0/24,10.5.9.24,255.255.255.0,10.5.9.1,Luminari,6206,Sm VC,,,6,10.5.9.23,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa80134,wf02-6212-rmc3,10.5.9.0/24,10.5.9.28,255.255.255.0,10.5.9.1,Helvetica,6212,Med VC,,,6,10.5.9.27,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6a516,wf02-6213-rmc3,10.5.9.0/24,10.5.9.32,255.255.255.0,10.5.9.1,SF Hello,6213,Med VC,,,6,10.5.9.31,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa80249,wf02-6408-rmc3,10.5.9.0/24,10.5.9.36,255.255.255.0,10.5.9.1,Garamond,6408,Med VC,,,6,10.5.9.35,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6def2,wf02-6410-rmc3,10.5.9.0/24,10.5.9.41,255.255.255.0,10.5.9.1,Futura,6410,Lrg VC,,,6,10.5.9.40,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6e250,wf02-6422-rmc3,10.5.9.0/24,10.5.9.45,255.255.255.0,10.5.9.1,Courier,6422,Med VC,,,6,10.5.9.44,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6dbd2,wf01-6122-rmc3,10.5.1.0/24,10.5.1.14,255.255.255.0,10.5.1.1,Coffeeville,6122,Lrg VC,,,6,10.5.1.13,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6d633,wf01-6121-rmc3,10.5.1.0/24,10.5.1.18,255.255.255.0,10.5.1.1,Walla Walla,6121,Med VC,,,6,10.5.1.17,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6d9c3,wf01-6120-rmc3,10.5.1.0/24,10.5.1.22,255.255.255.0,10.5.1.1,Half Moon Bay,6120,XL VC,,,6,10.5.1.21,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6dd8d,wf01-6204-rmc3,10.5.1.0/24,10.5.1.26,255.255.255.0,10.5.1.1,Yakima,6204,Med VC,,,6,10.5.1.25,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6dc1f,wf01-6205-rmc3,10.5.1.0/24,10.5.1.30,255.255.255.0,10.5.1.1,Minerva,6205,Med VC,,,6,10.5.1.29,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6dcf2,wf01-6301-rmc3,10.5.1.0/24,10.5.1.34,255.255.255.0,10.5.1.1,Kalamazoo,6301,Lrg VC,,,6,10.5.1.33,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6e202,wf01-6320-rmc3,10.5.1.0/24,10.5.1.38,255.255.255.0,10.5.1.1,Fargo,6320,Med VC,,,6,10.5.1.37,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6e0ba,wf01-6404-rmc3,10.5.1.0/24,10.5.1.42,255.255.255.0,10.5.1.1,Solvang,6404,Med VC,,,6,10.5.1.41,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6dcfa,wf01-6421-rmc3,10.5.1.0/24,10.5.1.46,255.255.255.0,10.5.1.1,Sedona,6421,Med VC,,,6,10.5.1.45,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,RMC3-,,00107fa6e0c4,wf01-6435-rmc3,10.5.1.0/24,10.5.1.50,255.255.255.0,10.5.1.1,Dragonville,6435,Med VC,,,6,10.5.1.49,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,1,,
,,DM-TX,,00107fa74b58          ,wf02-6106-tx,10.5.9.0/24,10.5.9.14,255.255.255.0,10.5.9.1,Comic Sans,6106,Med VC,10.5.9.12,61,6,,,,,,,
,,DM-TX,,00107fa74ab9         ,wf02-6107-tx,10.5.9.0/24,10.5.9.18,255.255.255.0,10.5.9.1,Wingdings,6107,Med VC,10.5.9.16,61,6,,,,,,,
,,DM-TX,,00107fa74ac2          ,wf02-6112-tx,10.5.9.0/24,10.5.9.22,255.255.255.0,10.5.9.1,Bookman,6112,Med VC,10.5.9.20,61,6,,,,,,,
,,DM-TX,,00107fa74b67         ,wf02-6206-tx,10.5.9.0/24,10.5.9.26,255.255.255.0,10.5.9.1,Luminari,6206,Sm VC,10.5.9.24,61,6,,,,,,,
,,DM-TX,,00107fa74b03          ,wf02-6212-tx,10.5.9.0/24,10.5.9.30,255.255.255.0,10.5.9.1,Helvetica,6212,Med VC,10.5.9.28,61,6,,,,,,,
,,DM-TX,,00107fa74b04          ,wf02-6213-tx,10.5.9.0/24,10.5.9.34,255.255.255.0,10.5.9.1,SF Hello,6213,Med VC,10.5.9.32,61,6,,,,,,,
,,DM-TX,,00107fa74b6e          ,wf02-6408-tx,10.5.9.0/24,10.5.9.38,255.255.255.0,10.5.9.1,Garamond,6408,Med VC,10.5.9.36,61,6,,,,,,,
,,DM-TX,,00107fa74bde          ,wf02-6410-tx,10.5.9.0/24,10.5.9.43,255.255.255.0,10.5.9.1,Futura,6410,Lrg VC,10.5.9.41,61,6,,,,,,,
,,DM-TX,,00107fa74b11          ,wf02-6422-tx,10.5.9.0/24,10.5.9.47,255.255.255.0,10.5.9.1,Courier,6422,Med VC,10.5.9.45,61,6,,,,,,,
,,DM-TX,,00107fa75475          ,wf01-6122-tx,10.5.1.0/24,10.5.1.16,255.255.255.0,10.5.1.1,Coffeeville,6122,Lrg VC,10.5.1.14,61,6,,,,,,,
,,DM-TX,,00107fa74c21          ,wf01-6121-tx,10.5.1.0/24,10.5.1.20,255.255.255.0,10.5.1.1,Walla Walla,6121,Med VC,10.5.1.18,61,6,,,,,,,
,,DM-TX,,00107fa7530e          ,wf01-6120-tx,10.5.1.0/24,10.5.1.24,255.255.255.0,10.5.1.1,Half Moon Bay,6120,XL VC,10.5.1.22,61,6,,,,,,,
,,DM-TX,,00107fa74b26         ,wf01-6204-tx,10.5.1.0/24,10.5.1.28,255.255.255.0,10.5.1.1,Yakima,6204,Med VC,10.5.1.26,61,6,,,,,,,
,,DM-TX,,00107fa74aeb         ,wf01-6205-tx,10.5.1.0/24,10.5.1.32,255.255.255.0,10.5.1.1,Minerva,6205,Med VC,10.5.1.30,61,6,,,,,,,
,,DM-TX,,00107fa74b30          ,wf01-6301-tx,10.5.1.0/24,10.5.1.36,255.255.255.0,10.5.1.1,Kalamazoo,6301,Lrg VC,10.5.1.34,61,6,,,,,,,
,,DM-TX,,00107fa74b38          ,wf01-6320-tx,10.5.1.0/24,10.5.1.40,255.255.255.0,10.5.1.1,Fargo,6320,Med VC,10.5.1.38,61,6,,,,,,,
,,DM-TX,,00107fa74ba2          ,wf01-6404-tx,10.5.1.0/24,10.5.1.44,255.255.255.0,10.5.1.1,Solvang,6404,Med VC,10.5.1.42,61,6,,,,,,,
,,DM-TX,,00107fa74b41          ,wf01-6421-tx,10.5.1.0/24,10.5.1.48,255.255.255.0,10.5.1.1,Sedona,6421,Med VC,10.5.1.46,61,6,,,,,,,
,,DM-TX,,00107fa74ba9          ,wf01-6435-tx,10.5.1.0/24,10.5.1.52,255.255.255.0,10.5.1.1,Dragonville,6435,Med VC,10.5.1.50,61,6,,,,,,,
,,DM-RMC,,00107f95ce66 ,wf02-6106-rmc,10.5.9.0/24,10.5.9.13,255.255.255.0,10.5.9.1,Comic Sans,6106,Med VC,10.5.9.12,71,6,,,,,,,
,,DM-RMC,,00107f9574f7 ,wf02-6107-rmc,10.5.9.0/24,10.5.9.17,255.255.255.0,10.5.9.1,Wingdings,6107,Med VC,10.5.9.16,71,6,,,,,,,
,,DM-RMC,,00107f95d1fe ,wf02-6112-rmc,10.5.9.0/24,10.5.9.21,255.255.255.0,10.5.9.1,Bookman,6112,Med VC,10.5.9.20,71,6,,,,,,,
,,DM-RMC,,00107f95d097 ,wf02-6206-rmc,10.5.9.0/24,10.5.9.25,255.255.255.0,10.5.9.1,Luminari,6206,Sm VC,10.5.9.24,71,6,,,,,,,
,,DM-RMC,,00107f957bfc ,wf02-6212-rmc,10.5.9.0/24,10.5.9.29,255.255.255.0,10.5.9.1,Helvetica,6212,Med VC,10.5.9.28,71,6,,,,,,,
,,DM-RMC,,00107f95d1aa ,wf02-6213-rmc,10.5.9.0/24,10.5.9.33,255.255.255.0,10.5.9.1,SF Hello,6213,Med VC,10.5.9.32,71,6,,,,,,,
,,DM-RMC,,00107f956e72 ,wf02-6408-rmc,10.5.9.0/24,10.5.9.37,255.255.255.0,10.5.9.1,Garamond,6408,Med VC,10.5.9.36,71,6,,,,,,,
,,DM-RMC,,00107f956e10 ,wf02-6410-rmc,10.5.9.0/24,10.5.9.42,255.255.255.0,10.5.9.1,Futura,6410,Lrg VC,10.5.9.41,71,6,,,,,,,
,,DM-RMC,,00107f95d050 ,wf02-6422-rmc,10.5.9.0/24,10.5.9.46,255.255.255.0,10.5.9.1,Courier,6422,Med VC,10.5.9.45,71,6,,,,,,,
,,DM-RMC,,00107f956ffb ,wf01-6122-rmc,10.5.1.0/24,10.5.1.15,255.255.255.0,10.5.1.1,Coffeeville,6122,Lrg VC,10.5.1.14,71,6,,,,,,,
,,DM-RMC,,00107f95cfaf ,wf01-6121-rmc,10.5.1.0/24,10.5.1.19,255.255.255.0,10.5.1.1,Walla Walla,6121,Med VC,10.5.1.18,71,6,,,,,,,
,,DM-RMC,,00107f95cfb4 ,wf01-6120-rmc,10.5.1.0/24,10.5.1.23,255.255.255.0,10.5.1.1,Half Moon Bay,6120,XL VC,10.5.1.22,71,6,,,,,,,
,,DM-RMC,,00107f95cfb8 ,wf01-6204-rmc,10.5.1.0/24,10.5.1.27,255.255.255.0,10.5.1.1,Yakima,6204,Med VC,10.5.1.26,71,6,,,,,,,
,,DM-RMC,,00107f957d68,wf01-6205-rmc,10.5.1.0/24,10.5.1.31,255.255.255.0,10.5.1.1,Minerva,6205,Med VC,10.5.1.30,71,6,,,,,,,
,,DM-RMC,,00107f956f3d ,wf01-6301-rmc,10.5.1.0/24,10.5.1.35,255.255.255.0,10.5.1.1,Kalamazoo,6301,Lrg VC,10.5.1.34,71,6,,,,,,,
,,DM-RMC,,00107f957d72 ,wf01-6320-rmc,10.5.1.0/24,10.5.1.39,255.255.255.0,10.5.1.1,Fargo,6320,Med VC,10.5.1.38,71,6,,,,,,,
,,DM-RMC,,00107f95d068 ,wf01-6404-rmc,10.5.1.0/24,10.5.1.43,255.255.255.0,10.5.1.1,Solvang,6404,Med VC,10.5.1.42,71,6,,,,,,,
,,DM-RMC,,00107f95cf6a ,wf01-6421-rmc,10.5.1.0/24,10.5.1.47,255.255.255.0,10.5.1.1,Sedona,6421,Med VC,10.5.1.46,71,6,,,,,,,
,,DM-RMC,,00107f956f50 ,wf01-6435-rmc,10.5.1.0/24,10.5.1.51,255.255.255.0,10.5.1.1,Dragonville,6435,Med VC,10.5.1.50,71,6,,,,,,,
,RMC3-7FA90839,"RMC3 [v1.503.3318.26859 (Feb 01 2018), #011463C8]",E-00107fa90839,00107fa90839,wf01-5108-rmc3,10.5.1.0/24,10.5.1.54,255.255.255.0,10.5.1.1,,5108,Med VC,,,5,10.5.1.53,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,,,
,RMC3-7FA80342,"RMC3 [v1.503.3318.26859 (Feb 01 2018), #011457EA]",E-00107fa80342,00107fa80342,wf01-5120-rmc3,10.5.1.0/24,10.5.1.58,255.255.255.0,10.5.1.1,,5120,Med VC,,,5,10.5.1.57,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,,,
,RMC3-7FA6DBBF,"RMC3 [v1.503.3318.26859 (Feb 01 2018), #01145767]",E-00107fa6dbbf,00107fa6dbbf,wf01-5121-rmc3,10.5.1.0/24,10.5.1.61,255.255.255.0,10.5.1.1,,5121,Sm Conf,,,5,,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,,,
,RMC3-7FA081B2,"RMC3 [v1.503.3318.26859 (Feb 01 2018), #01122F22]",E-00107fa081b2,00107fa081b2,wf01-5124-rmc3,10.5.1.0/24,10.5.1.65,255.255.255.0,10.5.1.1,,5124,Med VC,,,5,10.5.1.64,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,,,
,RMC3-7FA6D1CA,"RMC3 [v1.503.3318.26859 (Feb 01 2018), #011456FE]",E-00107fa6d1ca,00107fa6d1ca,wf01-5125-rmc3,10.5.1.0/24,10.5.1.69,255.255.255.0,10.5.1.1,,5125,Lrg VC,,,5,10.5.1.68,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,,,
,RMC3-7FA6D2D6,"RMC3 [v1.503.3318.26859 (Feb 01 2018), #0114570C]",E-00107fa6d2d6,00107fa6d2d6,wf01-5204-rmc3,10.5.1.0/24,10.5.1.73,255.255.255.0,10.5.1.1,,5204,XL VC,,,5,10.5.1.72,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,,,
,RMC3-7FA96294,"RMC3 [v1.503.3318.26859 (Feb 01 2018), #011461D8]",E-00107fa96294,00107fa96294,wf01-5301-rmc3,10.5.1.0/24,10.5.1.77,255.255.255.0,10.5.1.1,,5301,Lrg VC,,,5,10.5.1.76,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,,,
,RMC3-7FA96245,"RMC3 [v1.503.3318.26859 (Feb 01 2018), #011461CF]",E-00107fa96245,00107fa96245,wf01-5306-rmc3,10.5.1.0/24,10.5.1.82,255.255.255.0,10.5.1.1,,5306,Med VC,,,5,10.5.1.81,,Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06.json,C:\Users\p_sanderson\Documents\All Crestron Code\APPLE\WF01\Pepperdash Code\Apple T05 Programming\Apple T07 Programming\Apple.AC2.T05.Developer.Config_TEMPLATE_v01.06,,,
